sample_index,sample_id,source_cube,label,max_absolute_difference,mean_absolute_difference,rmse,absolute_tolerance,within_tolerance
299,1-2/60,1-2,1,1.5586510804244114e-07,3.647158010095984e-08,4.718214552767753e-08,1e-05,1
300,1-2/61,1-2,1,1.9572876552853558e-07,3.721474304243454e-08,4.7706251031515516e-08,1e-05,1
301,1-2/62,1-2,1,1.5717286316885293e-07,3.496415949170457e-08,4.5439462812522366e-08,1e-05,1
302,1-2/63,1-2,1,1.1229637930654235e-07,2.6862964088702808e-08,3.417327894712667e-08,1e-05,1
303,1-2/64,1-2,1,2.141817507794741e-07,3.612258376473621e-08,4.717324297162792e-08,1e-05,1
304,1-2/65,1-2,1,1.3476906568499203e-07,3.3436675106695105e-08,4.2643418389910753e-08,1e-05,1
305,1-2/66,1-2,1,1.4554370575403652e-07,3.6276448429792787e-08,4.604404781849038e-08,1e-05,1
306,1-2/67,1-2,1,1.2729127546462493e-07,3.5869073388779343e-08,4.47980777278926e-08,1e-05,1
307,1-2/68,1-2,1,1.7698491072692946e-07,3.4653186668390634e-08,4.542363147616208e-08,1e-05,1
308,1-2/69,1-2,1,1.5004950326691358e-07,3.2742007265729405e-08,4.1472752940693044e-08,1e-05,1
309,1-2/70,1-2,1,2.0029091196693827e-07,3.532084916694959e-08,4.457089646477997e-08,1e-05,1
310,1-2/71,1-2,1,1.5269504460846406e-07,3.6992897170829555e-08,4.738506493910365e-08,1e-05,1
311,1-2/72,1-2,1,1.569868817163922e-07,3.7497043898595355e-08,4.7790323959564795e-08,1e-05,1
312,1-2/73,1-2,1,1.8394121514830886e-07,3.803469347878092e-08,4.9795707445603566e-08,1e-05,1
313,1-2/74,1-2,1,1.7776656879853192e-07,3.8137528879265094e-08,4.908144994584344e-08,1e-05,1
314,1-2/75,1-2,1,1.5825123778068217e-07,3.458343125620155e-08,4.4273276510017884e-08,1e-05,1
315,1-2/76,1-2,1,1.3616206029354316e-07,3.729614983247368e-08,4.70665001203611e-08,1e-05,1
316,1-2/77,1-2,1,1.4598599495929676e-07,3.132169126826284e-08,4.022430951558166e-08,1e-05,1
317,1-2/78,1-2,1,1.7228034820959692e-07,3.459987636451521e-08,4.5959262792369384e-08,1e-05,1
318,1-2/79,1-2,1,1.558413105229306e-07,3.740337177241718e-08,4.722045753516715e-08,1e-05,1
319,1-2/80,1-2,1,1.683489971870955e-07,3.716265798210519e-08,4.75687698796344e-08,1e-05,1
320,2-1/1,2-1,2,1.5401010278193183e-07,3.3108024309925334e-08,4.403539061797445e-08,1e-05,1
321,2-1/2,2-1,2,1.428363562983037e-07,3.36094608620698e-08,4.188581523512428e-08,1e-05,1
322,2-1/3,2-1,2,1.1841982427984732e-07,3.4135068140858935e-08,4.300525648855483e-08,1e-05,1
323,2-1/4,2-1,2,1.3140744947737204e-07,3.539467796051011e-08,4.4423118608214726e-08,1e-05,1
324,2-1/5,2-1,2,1.6012434234102813e-07,3.596496535576529e-08,4.549313681756027e-08,1e-05,1
325,2-1/6,2-1,2,1.851698803179147e-07,3.347644802153197e-08,4.313854242582661e-08,1e-05,1
326,2-1/7,2-1,2,1.4281112847847055e-07,2.8549673760720848e-08,3.693553762123635e-08,1e-05,1
327,2-1/8,2-1,2,1.6434261451703236e-07,3.346839989785654e-08,4.365031748529036e-08,1e-05,1
328,2-1/9,2-1,2,1.3555249833707705e-07,3.265637544918247e-08,4.1588864129922876e-08,1e-05,1
329,2-1/10,2-1,2,1.0313612663903626e-07,2.7088865677521106e-08,3.443494647404028e-08,1e-05,1
330,2-1/11,2-1,2,1.4871653908343774e-07,3.4425626672883714e-08,4.4019332704718765e-08,1e-05,1
331,2-1/12,2-1,2,1.769374918803024e-07,3.533380122814186e-08,4.478855915092741e-08,1e-05,1
332,2-1/13,2-1,2,1.7048561429255926e-07,3.136700680161806e-08,4.0697978108491796e-08,1e-05,1
333,2-1/14,2-1,2,1.3699945189404872e-07,3.1196397102064156e-08,3.9448079614197175e-08,1e-05,1
334,2-1/15,2-1,2,1.4809259740733438e-07,3.36461735512227e-08,4.279329448703104e-08,1e-05,1
335,2-1/16,2-1,2,1.2170768781682995e-07,2.4437685824204287e-08,3.2033068736888814e-08,1e-05,1
336,2-1/17,2-1,2,1.4032483663939388e-07,3.2534838340573996e-08,4.282827530858862e-08,1e-05,1
337,2-1/18,2-1,2,1.504140745289817e-07,3.3718423848096116e-08,4.273778336071554e-08,1e-05,1
338,2-1/19,2-1,2,1.3024718636955868e-07,3.0923409103927766e-08,3.876612343035555e-08,1e-05,1
339,2-1/20,2-1,2,1.158079374619092e-07,3.083735478068e-08,3.9154955529593365e-08,1e-05,1
340,2-1/21,2-1,2,1.4685351290566473e-07,3.518524888580419e-08,4.542234850239058e-08,1e-05,1
341,2-1/22,2-1,2,1.7129780560676267e-07,3.6668548108765195e-08,4.5941176421714415e-08,1e-05,1
342,2-1/23,2-1,2,1.4910996970485257e-07,3.609720235503546e-08,4.661837707280589e-08,1e-05,1
343,2-1/24,2-1,2,1.2862054921125576e-07,3.383862948903038e-08,4.32007713274861e-08,1e-05,1
344,2-1/25,2-1,2,1.412307101267274e-07,3.233066610320879e-08,4.168526618777478e-08,1e-05,1
345,2-1/26,2-1,2,1.44624468290111e-07,2.8469739004769297e-08,3.725395650606013e-08,1e-05,1
346,2-1/27,2-1,2,1.4047599572464264e-07,3.101726748021425e-08,3.906896929658477e-08,1e-05,1
347,2-1/28,2-1,2,1.6034626537653196e-07,3.748048344858858e-08,4.8048437784862295e-08,1e-05,1
348,2-1/29,2-1,2,1.4038796170012802e-07,3.424970108161207e-08,4.355693533853527e-08,1e-05,1
349,2-1/30,2-1,2,1.4213415244768157e-07,3.065469454142168e-08,3.9121799871556195e-08,1e-05,1
350,2-1/31,2-1,2,1.4948617077514825e-07,3.697591532930133e-08,4.729299879600752e-08,1e-05,1
351,2-1/32,2-1,2,1.1236030827976862e-07,3.702057405131654e-08,4.590683714854563e-08,1e-05,1
352,2-1/33,2-1,2,1.4861023367451764e-07,3.758516620524102e-08,4.7331880795802824e-08,1e-05,1
353,2-1/34,2-1,2,1.3139512833326705e-07,3.4419992876591417e-08,4.340461037354041e-08,1e-05,1
354,2-1/35,2-1,2,1.514411489544898e-07,3.3177230462780256e-08,4.125373931786469e-08,1e-05,1
355,2-1/36,2-1,2,1.100763196149046e-07,2.9768396652316745e-08,3.64735133993845e-08,1e-05,1
356,2-1/37,2-1,2,1.1733689231352429e-07,2.8593065856901226e-08,3.659263252682489e-08,1e-05,1
357,2-1/38,2-1,2,1.0842653974663108e-07,2.995552119918346e-08,3.8577442166598434e-08,1e-05,1
358,2-1/39,2-1,2,1.4181794760759203e-07,3.34240595723693e-08,4.3116679444365933e-08,1e-05,1
359,2-1/40,2-1,2,1.508023094176636e-07,3.390937581520299e-08,4.444693582822198e-08,1e-05,1
360,2-1/41,2-1,2,1.492892732768425e-07,3.5460381536310114e-08,4.483462811627662e-08,1e-05,1
361,2-1/42,2-1,2,1.1951812206589807e-07,2.9261471852985634e-08,3.727685902120953e-08,1e-05,1
362,2-1/43,2-1,2,1.7141080943527953e-07,3.492562557797462e-08,4.4747076188115266e-08,1e-05,1
363,2-1/44,2-1,2,1.5053213897608941e-07,3.247914749932137e-08,4.242639925481278e-08,1e-05,1
364,2-1/45,2-1,2,1.4662742608972934e-07,3.537839774778796e-08,4.4751981970923705e-08,1e-05,1
365,2-1/46,2-1,2,1.4301737760735733e-07,3.54918057270823e-08,4.5863444579451065e-08,1e-05,1
366,2-1/47,2-1,2,1.1614851058716624e-07,2.9026853798692766e-08,3.603602375059162e-08,1e-05,1
367,2-1/48,2-1,2,1.465001806533195e-07,2.9025828735580143e-08,3.7411011018214865e-08,1e-05,1
368,2-1/49,2-1,2,1.3599933035290945e-07,3.239863950902434e-08,4.177636577460194e-08,1e-05,1
369,2-1/50,2-1,2,1.3121022457429632e-07,2.6815099826970715e-08,3.4807800571571644e-08,1e-05,1
370,2-1/51,2-1,2,1.2074417299334783e-07,3.225311116865388e-08,4.1092970225815086e-08,1e-05,1
371,2-1/52,2-1,2,1.7698930276921487e-07,3.775538605592745e-08,4.760387648307314e-08,1e-05,1
372,2-1/53,2-1,2,1.3790602904073523e-07,3.197624514634019e-08,4.1212518702587914e-08,1e-05,1
373,2-1/54,2-1,2,1.3550894129021884e-07,3.343940737901166e-08,4.247505511705069e-08,1e-05,1
374,2-1/55,2-1,2,1.5691374277704284e-07,3.6396166843829896e-08,4.7142781208570945e-08,1e-05,1
375,2-1/56,2-1,2,1.4833119399426664e-07,3.199424140473525e-08,4.163496047796805e-08,1e-05,1
376,2-1/57,2-1,2,1.6480908349159051e-07,3.605848928841118e-08,4.5723889535681014e-08,1e-05,1
377,2-1/58,2-1,2,1.2411346872465145e-07,2.9581461057761877e-08,3.7396493983336835e-08,1e-05,1
378,2-1/59,2-1,2,1.429501226279939e-07,2.755546508161831e-08,3.509245937304924e-08,1e-05,1
379,2-1/60,2-1,2,1.0256437532607521e-07,2.6577875788371947e-08,3.386713850163775e-08,1e-05,1
380,2-1/61,2-1,2,1.3975792267917342e-07,3.31214446211312e-08,4.2698433926455314e-08,1e-05,1
381,2-1/62,2-1,2,1.6447508144334932e-07,2.97157169044229e-08,3.8588544942274916e-08,1e-05,1
382,2-1/63,2-1,2,1.2448529862485458e-07,2.6842024319368225e-08,3.424530384856029e-08,1e-05,1
383,2-1/64,2-1,2,1.5967482780432363e-07,3.4403310487277924e-08,4.339539082424434e-08,1e-05,1
384,2-1/65,2-1,2,1.979622866743469e-07,3.832608626523994e-08,4.99633086584873e-08,1e-05,1
385,2-1/66,2-1,2,1.6827547022479905e-07,3.7680153618017655e-08,4.875241100623364e-08,1e-05,1
386,2-1/67,2-1,2,1.2393404813515474e-07,3.001000406128287e-08,3.7986704188118864e-08,1e-05,1
387,2-1/68,2-1,2,1.2286684691886762e-07,3.246013387587923e-08,4.1184273373734175e-08,1e-05,1
388,2-1/69,2-1,2,1.6617052467360338e-07,3.3917535613861744e-08,4.402055247566835e-08,1e-05,1
389,2-1/70,2-1,2,1.2198499643734095e-07,3.192994164873941e-08,4.076098668086416e-08,1e-05,1
390,2-1/71,2-1,2,1.4195839559416612e-07,3.5313978100308766e-08,4.471210837493685e-08,1e-05,1
391,2-1/72,2-1,2,1.467054797643641e-07,3.6197358809877216e-08,4.535595908447275e-08,1e-05,1
392,2-1/73,2-1,2,1.1363131491304301e-07,3.0695936713089263e-08,3.933438076797093e-08,1e-05,1
393,2-1/74,2-1,2,1.4939369341604447e-07,3.240996061237618e-08,4.189461067882558e-08,1e-05,1
394,2-1/75,2-1,2,1.5119540286434585e-07,3.3188771195293885e-08,4.259789450623522e-08,1e-05,1
395,2-1/76,2-1,2,1.652005277019697e-07,3.5033747541171325e-08,4.4720751379607573e-08,1e-05,1
396,2-1/77,2-1,2,1.5724154223129005e-07,3.435022396103158e-08,4.442205633143214e-08,1e-05,1
397,2-1/78,2-1,2,1.369421351871125e-07,3.6205823801623326e-08,4.628772560707489e-08,1e-05,1
398,2-1/79,2-1,2,1.5988337775940664e-07,3.518448248398123e-08,4.5437064711877636e-08,1e-05,1
399,2-1/80,2-1,2,1.1744757588694199e-07,3.380494026797468e-08,4.3023765105584506e-08,1e-05,1
400,2-2/1,2-2,2,1.4874865050806818e-07,3.728868006872056e-08,4.667178166074468e-08,1e-05,1
401,2-2/2,2-2,2,1.306622482433184e-07,3.275855294934512e-08,4.0290816846933925e-08,1e-05,1
402,2-2/3,2-2,2,1.2858530140658075e-07,2.7137556725455058e-08,3.5589716948306395e-08,1e-05,1
403,2-2/4,2-2,2,1.5622356142053206e-07,3.1711097411081494e-08,4.1364227379388845e-08,1e-05,1
404,2-2/5,2-2,2,1.3364478923527656e-07,2.9520787364792978e-08,3.7788304720239995e-08,1e-05,1
405,2-2/6,2-2,2,1.1049516046579555e-07,2.9585580645369427e-08,3.7584855403154065e-08,1e-05,1
406,2-2/7,2-2,2,1.296296819885967e-07,2.727963043766036e-08,3.466572853570031e-08,1e-05,1
407,2-2/8,2-2,2,1.4861774833008212e-07,3.2663692330410356e-08,4.2498332229289504e-08,1e-05,1
408,2-2/9,2-2,2,1.4082033061857402e-07,2.7668249915811367e-08,3.542022713378534e-08,1e-05,1
409,2-2/10,2-2,2,1.2628357770605447e-07,3.237685046863945e-08,4.1682563863379915e-08,1e-05,1
410,2-2/11,2-2,2,1.361980529468454e-07,3.188496644929604e-08,4.115426033319538e-08,1e-05,1
411,2-2/12,2-2,2,1.5700523825490365e-07,3.833821767138036e-08,4.8443262239475666e-08,1e-05,1
412,2-2/13,2-2,2,1.8620675834579714e-07,3.214882505574536e-08,4.242149162240895e-08,1e-05,1
413,2-2/14,2-2,2,1.2940190519117323e-07,3.431726906074333e-08,4.319777077329875e-08,1e-05,1
414,2-2/15,2-2,2,1.4058692709983944e-07,3.6168386009527884e-08,4.700712033475035e-08,1e-05,1
415,2-2/16,2-2,2,1.2899676826716444e-07,3.528631778267831e-08,4.4392631993382947e-08,1e-05,1
416,2-2/17,2-2,2,1.3787791430797114e-07,3.639165373030754e-08,4.575294828312765e-08,1e-05,1
417,2-2/18,2-2,2,1.8236484899958327e-07,3.026171553451794e-08,4.005171793262756e-08,1e-05,1
418,2-2/19,2-2,2,1.832473375262822e-07,3.8998995369244914e-08,4.948471649877626e-08,1e-05,1
419,2-2/20,2-2,2,1.4473061504816087e-07,2.8759795582307032e-08,3.7446656276166735e-08,1e-05,1
420,2-2/21,2-2,2,1.3873494875138448e-07,3.605666795436955e-08,4.654501950084139e-08,1e-05,1
421,2-2/22,2-2,2,1.4749623922227784e-07,3.377845664825567e-08,4.279963104267822e-08,1e-05,1
422,2-2/23,2-2,2,1.4427481875856074e-07,3.5439599432806036e-08,4.536121069204362e-08,1e-05,1
423,2-2/24,2-2,2,1.3862965519972903e-07,3.155996394989343e-08,4.1456573393930954e-08,1e-05,1
424,2-2/25,2-2,2,1.1695153778745748e-07,2.7641523490600094e-08,3.547939486656691e-08,1e-05,1
425,2-2/26,2-2,2,1.4677293957987558e-07,3.509382651697922e-08,4.4911621658415624e-08,1e-05,1
426,2-2/27,2-2,2,1.6311365702570413e-07,3.614080802442258e-08,4.6533544125441025e-08,1e-05,1
427,2-2/28,2-2,2,1.515081415881525e-07,3.093794085784587e-08,3.949838130462032e-08,1e-05,1
428,2-2/29,2-2,2,1.7384688022481498e-07,3.641749734086411e-08,4.654110969003013e-08,1e-05,1
429,2-2/30,2-2,2,1.427824383171128e-07,3.524661791895875e-08,4.536251828045241e-08,1e-05,1
430,2-2/31,2-2,2,1.2692857986884576e-07,3.592643042357565e-08,4.615678101732704e-08,1e-05,1
431,2-2/32,2-2,2,1.879310922436872e-07,3.602660323339034e-08,4.7884615135804284e-08,1e-05,1
432,2-2/33,2-2,2,1.5838407396717713e-07,3.3204567923165244e-08,4.357927673254485e-08,1e-05,1
433,2-2/34,2-2,2,1.5018209587047693e-07,3.7888905728286686e-08,4.797721850685171e-08,1e-05,1
434,2-2/35,2-2,2,1.5943629227965772e-07,3.3406846565272526e-08,4.2997380737256623e-08,1e-05,1
435,2-2/36,2-2,2,1.450307964834252e-07,3.4261664775394876e-08,4.42476538349715e-08,1e-05,1
436,2-2/37,2-2,2,1.7503617499858848e-07,2.9412910515757665e-08,3.88438545935959e-08,1e-05,1
437,2-2/38,2-2,2,1.5752656146172939e-07,3.2985503725685994e-08,4.226590133663474e-08,1e-05,1
438,2-2/39,2-2,2,1.3786930219694682e-07,3.6419353019031924e-08,4.6052661457612094e-08,1e-05,1
439,2-2/40,2-2,2,1.0690716778505305e-07,3.0727014756431007e-08,3.831029930732945e-08,1e-05,1
440,2-2/41,2-2,2,1.8376037824729963e-07,3.474482267386366e-08,4.5001916156508165e-08,1e-05,1
441,2-2/42,2-2,2,1.8462497197724304e-07,3.589057042351555e-08,4.606495784944496e-08,1e-05,1
442,2-2/43,2-2,2,1.7295758258928373e-07,3.452143288250473e-08,4.346075471640304e-08,1e-05,1
443,2-2/44,2-2,2,1.5191371072198478e-07,3.6179564952361663e-08,4.633594611348899e-08,1e-05,1
444,2-2/45,2-2,2,1.12551323483423e-07,2.7440248913237985e-08,3.5272350183173944e-08,1e-05,1
445,2-2/46,2-2,2,1.1863981863591277e-07,3.015412577301324e-08,3.772355185738568e-08,1e-05,1
446,2-2/47,2-2,2,1.4404455817018658e-07,3.523168863864109e-08,4.566452783010108e-08,1e-05,1
447,2-2/48,2-2,2,1.4021283079035385e-07,3.119396630146367e-08,4.0567069128589945e-08,1e-05,1
448,2-2/49,2-2,2,1.4954143134904285e-07,3.0555827813975104e-08,3.915191698404953e-08,1e-05,1
449,2-2/50,2-2,2,1.8785739785975863e-07,3.456576536944923e-08,4.4467885202217335e-08,1e-05,1
450,2-2/51,2-2,2,1.2955731854003005e-07,3.39330864604699e-08,4.317552492268221e-08,1e-05,1
451,2-2/52,2-2,2,1.4543533310984458e-07,3.415011630099754e-08,4.365781182040852e-08,1e-05,1
452,2-2/53,2-2,2,1.808887796217462e-07,3.345170665413044e-08,4.4353462517349965e-08,1e-05,1
453,2-2/54,2-2,2,1.3030722512130666e-07,3.212891901237842e-08,4.172680214746443e-08,1e-05,1
454,2-2/55,2-2,2,1.6436777050543583e-07,3.441207172462011e-08,4.411622685375845e-08,1e-05,1
455,2-2/56,2-2,2,1.3807694720924246e-07,3.613192478376591e-08,4.627527499929164e-08,1e-05,1
456,2-2/57,2-2,2,1.1653832698854671e-07,3.083047095766159e-08,3.90685800748049e-08,1e-05,1
457,2-2/58,2-2,2,1.6779269784716888e-07,3.534880196490572e-08,4.602669923702113e-08,1e-05,1
458,2-2/59,2-2,2,1.229707481398279e-07,3.2569348713024874e-08,4.130362117274459e-08,1e-05,1
459,2-2/60,2-2,2,1.2732116472236044e-07,2.916037224244295e-08,3.7455248799679696e-08,1e-05,1
460,2-2/61,2-2,2,1.6089540411101666e-07,3.686578447588492e-08,4.6995316399888926e-08,1e-05,1
461,2-2/62,2-2,2,1.3914975249829098e-07,3.36961147077334e-08,4.3950918373301946e-08,1e-05,1
