sample_index,sample_id,source_cube,label,max_absolute_difference,mean_absolute_difference,rmse,absolute_tolerance,within_tolerance
1158,7-1/29,7-1,7,1.8651793620705348e-07,3.879049676438416e-08,5.0281351551525315e-08,1e-05,1
1159,7-1/30,7-1,7,1.95042921813382e-07,4.500326068462732e-08,5.718095380376489e-08,1e-05,1
1160,7-1/31,7-1,7,1.6924775703142103e-07,3.982240527823729e-08,5.2601998159551655e-08,1e-05,1
1161,7-1/32,7-1,7,1.3718786473493338e-07,4.189959936334184e-08,5.212871279370621e-08,1e-05,1
1162,7-1/33,7-1,7,2.4203881809903294e-07,5.019568522952169e-08,6.368642123519345e-08,1e-05,1
1163,7-1/34,7-1,7,1.4788273583477007e-07,3.716103783959298e-08,4.731360458041572e-08,1e-05,1
1164,7-1/35,7-1,7,2.470778495133885e-07,4.394690191418725e-08,5.6600600931756237e-08,1e-05,1
1165,7-1/36,7-1,7,1.6050166351533335e-07,3.765685012934376e-08,4.769747586613823e-08,1e-05,1
1166,7-1/37,7-1,7,1.490894252498265e-07,4.3254417695552125e-08,5.4221155108323714e-08,1e-05,1
1167,7-1/38,7-1,7,2.030143165798748e-07,4.229769793346565e-08,5.4226149572890744e-08,1e-05,1
1168,7-1/39,7-1,7,2.0481335594180194e-07,3.9818989664357124e-08,5.200872121244335e-08,1e-05,1
1169,7-1/40,7-1,7,1.8363606080207262e-07,4.0907006829240576e-08,5.2710615780488213e-08,1e-05,1
1170,7-1/41,7-1,7,1.863486071007614e-07,4.9438225106694346e-08,6.288507745009433e-08,1e-05,1
1171,7-1/42,7-1,7,1.681156650557014e-07,3.847149029277714e-08,4.9641559725281004e-08,1e-05,1
1172,7-1/43,7-1,7,1.3681584865032903e-07,3.682084555439498e-08,4.5581973176791114e-08,1e-05,1
1173,7-1/44,7-1,7,1.7928326190297383e-07,4.543062257894128e-08,5.791422629217822e-08,1e-05,1
1174,7-1/45,7-1,7,1.9915147686511148e-07,4.365807160814316e-08,5.521185872059129e-08,1e-05,1
1175,7-1/46,7-1,7,1.692924253005046e-07,3.9380911616879916e-08,5.004961143962553e-08,1e-05,1
1176,7-1/47,7-1,7,1.479044053898093e-07,3.666258089564701e-08,4.639696868993223e-08,1e-05,1
1177,7-1/48,7-1,7,1.9310173082764948e-07,4.5141969597888617e-08,5.809579846638309e-08,1e-05,1
1178,7-1/49,7-1,7,1.6916739287164972e-07,4.136852850173525e-08,5.2110780551947115e-08,1e-05,1
1179,7-1/50,7-1,7,1.8921552891182358e-07,3.6258597788051384e-08,4.680775347137421e-08,1e-05,1
1180,7-1/51,7-1,7,1.2116214809232417e-07,3.804132419516504e-08,4.616694921517678e-08,1e-05,1
1181,7-1/52,7-1,7,2.518776923698951e-07,4.4554058567230934e-08,5.800924049029855e-08,1e-05,1
1182,7-1/53,7-1,7,2.3659245618201652e-07,4.6788058538779824e-08,6.020414093534073e-08,1e-05,1
1183,7-1/54,7-1,7,2.4520898156410453e-07,4.346261835096432e-08,5.507233700910048e-08,1e-05,1
1184,7-1/55,7-1,7,1.5278937071094845e-07,3.606839131219828e-08,4.584383899784852e-08,1e-05,1
1185,7-1/56,7-1,7,1.9136654261231456e-07,3.9754541193279085e-08,5.098221494946999e-08,1e-05,1
1186,7-1/57,7-1,7,1.7306059019173148e-07,3.8351909119723904e-08,4.8903600197828175e-08,1e-05,1
1187,7-1/58,7-1,7,1.599817920361346e-07,3.825733676481631e-08,4.807879553781236e-08,1e-05,1
1188,7-1/59,7-1,7,1.931699314949853e-07,3.73036644563175e-08,4.8410254514684095e-08,1e-05,1
1189,7-1/60,7-1,7,1.441515412592409e-07,3.747349630586477e-08,4.748069165723436e-08,1e-05,1
1190,7-1/61,7-1,7,2.1527714444413704e-07,4.7877320217650604e-08,6.158240024764292e-08,1e-05,1
1191,7-1/62,7-1,7,2.1719807707931693e-07,3.958106012023474e-08,5.22167699874293e-08,1e-05,1
1192,7-1/63,7-1,7,1.467312231717699e-07,3.893270381947268e-08,4.916399340200244e-08,1e-05,1
1193,7-1/64,7-1,7,1.867789199971881e-07,4.4917170057794705e-08,5.694419648077127e-08,1e-05,1
1194,7-1/65,7-1,7,1.727729227463115e-07,3.7535176437530225e-08,4.841881488979736e-08,1e-05,1
1195,7-1/66,7-1,7,1.4718075214137372e-07,3.465373652588577e-08,4.393290273223637e-08,1e-05,1
1196,7-1/67,7-1,7,1.2894066048207975e-07,3.6804761374205436e-08,4.638081936176006e-08,1e-05,1
1197,7-1/68,7-1,7,1.636567396046118e-07,3.8759321659086444e-08,4.929043644110783e-08,1e-05,1
1198,7-1/69,7-1,7,1.5601842784374043e-07,3.763160467381611e-08,4.7240515319349765e-08,1e-05,1
1199,7-1/70,7-1,7,1.9592898270470727e-07,3.707630468301901e-08,4.71320193274064e-08,1e-05,1
1200,7-1/71,7-1,7,1.4200986153678485e-07,3.723435437285129e-08,4.747763682964905e-08,1e-05,1
1201,7-1/72,7-1,7,1.5436532230239663e-07,3.921638547275414e-08,4.988087615985979e-08,1e-05,1
1202,7-1/73,7-1,7,1.7119235651286147e-07,3.7987242596838406e-08,4.784309609634805e-08,1e-05,1
1203,7-1/74,7-1,7,2.0773971820542414e-07,3.844053491279446e-08,4.935856365061927e-08,1e-05,1
1204,7-1/75,7-1,7,1.9764507186437186e-07,3.837241159444187e-08,4.9360048954061835e-08,1e-05,1
1205,7-1/76,7-1,7,1.643510424420569e-07,4.0242247194288705e-08,5.190152185854259e-08,1e-05,1
1206,7-1/77,7-1,7,2.4058466285836744e-07,4.175122294334776e-08,5.4965960702102623e-08,1e-05,1
1207,7-1/78,7-1,7,1.697912130893542e-07,4.3399265808931075e-08,5.500634166043624e-08,1e-05,1
1208,7-1/79,7-1,7,1.519918441106327e-07,3.7122771233580946e-08,4.600377746928232e-08,1e-05,1
1209,7-1/80,7-1,7,1.5186350832419038e-07,4.1440535235360864e-08,5.326556085881202e-08,1e-05,1
1210,7-2/1,7-2,7,1.8969826032222414e-07,4.684180682790422e-08,6.133839697094958e-08,1e-05,1
1211,7-2/2,7-2,7,1.5962868971097777e-07,3.8060207627964334e-08,4.8561732045126146e-08,1e-05,1
1212,7-2/3,7-2,7,2.0178499415823836e-07,4.8482777452310495e-08,6.171208466379597e-08,1e-05,1
1213,7-2/4,7-2,7,1.4012644744543223e-07,3.550524176182175e-08,4.429778003103806e-08,1e-05,1
1214,7-2/5,7-2,7,2.064987230099291e-07,4.249611903401918e-08,5.470036212128126e-08,1e-05,1
1215,7-2/6,7-2,7,1.6048048290251415e-07,3.917470344148656e-08,5.02877553638517e-08,1e-05,1
1216,7-2/7,7-2,7,1.4925522717756934e-07,3.919478538114084e-08,4.8543906865009605e-08,1e-05,1
1217,7-2/8,7-2,7,1.557276285701903e-07,3.810182800630991e-08,4.8137609842536183e-08,1e-05,1
1218,7-2/9,7-2,7,2.3528897952207473e-07,4.799076057962991e-08,6.068781441530882e-08,1e-05,1
1219,7-2/10,7-2,7,2.019283341647693e-07,4.752947814915146e-08,6.19929769439698e-08,1e-05,1
1220,7-2/11,7-2,7,1.5457360558190913e-07,3.876411165373453e-08,4.8442577817004914e-08,1e-05,1
1221,7-2/12,7-2,7,2.3594618903111098e-07,4.373934696675194e-08,5.72568417967333e-08,1e-05,1
1222,7-2/13,7-2,7,1.5445236289934883e-07,4.192261849104559e-08,5.393433419409859e-08,1e-05,1
1223,7-2/14,7-2,7,1.91843786412349e-07,4.2109217598101594e-08,5.4220285714460744e-08,1e-05,1
1224,7-2/15,7-2,7,1.7312956768211762e-07,4.1315857932440326e-08,5.1899154434844226e-08,1e-05,1
1225,7-2/16,7-2,7,2.2574402813724248e-07,4.718229155363547e-08,6.093781617187346e-08,1e-05,1
1226,7-2/17,7-2,7,1.5719264145896972e-07,4.3517435507588896e-08,5.4865478875425805e-08,1e-05,1
1227,7-2/18,7-2,7,1.4389702218675637e-07,3.696761603961614e-08,4.7210199136142644e-08,1e-05,1
1228,7-2/19,7-2,7,2.445405004047885e-07,4.305561711028963e-08,5.5504678031153676e-08,1e-05,1
1229,7-2/20,7-2,7,1.9184490951396072e-07,5.148060014038694e-08,6.57512740022083e-08,1e-05,1
1230,7-2/21,7-2,7,2.513841259599303e-07,5.1257423738283254e-08,6.590792313107035e-08,1e-05,1
1231,7-2/22,7-2,7,1.6114760870156175e-07,4.0487940996893264e-08,5.118191897680817e-08,1e-05,1
1232,7-2/23,7-2,7,1.9228838865625875e-07,4.2737717605666675e-08,5.565306928630465e-08,1e-05,1
1233,7-2/24,7-2,7,1.574912783519622e-07,3.942364378983878e-08,4.9687669057433365e-08,1e-05,1
1234,7-2/25,7-2,7,1.6289934379187798e-07,4.260883360695511e-08,5.3687261558824346e-08,1e-05,1
1235,7-2/26,7-2,7,1.7303829014103655e-07,4.250559570799987e-08,5.407913747855507e-08,1e-05,1
1236,7-2/27,7-2,7,1.7013364628226668e-07,3.981368640836517e-08,5.0594540190337326e-08,1e-05,1
1237,7-2/28,7-2,7,2.7924832646242237e-07,4.7866294397795975e-08,6.220371405922121e-08,1e-05,1
1238,7-2/29,7-2,7,2.0090175867348847e-07,3.9424314486755156e-08,5.087735359124742e-08,1e-05,1
1239,7-2/30,7-2,7,2.1357285351353283e-07,4.605411137623875e-08,6.005936213993785e-08,1e-05,1
1240,7-2/31,7-2,7,1.3609727195218468e-07,3.630856375068296e-08,4.648568736464681e-08,1e-05,1
1241,7-2/32,7-2,7,2.1289637774923875e-07,4.289907137119114e-08,5.5152220235137624e-08,1e-05,1
1242,7-2/33,7-2,7,1.8153780256824348e-07,4.225940048336217e-08,5.296652042362776e-08,1e-05,1
1243,7-2/34,7-2,7,1.8282445557460392e-07,4.440414091382612e-08,5.723977939266921e-08,1e-05,1
1244,7-2/35,7-2,7,1.808824762195016e-07,3.925812194233498e-08,5.052267926436297e-08,1e-05,1
1245,7-2/36,7-2,7,1.5894571936403423e-07,3.759948650061571e-08,4.726711086117088e-08,1e-05,1
1246,7-2/37,7-2,7,1.729599070632304e-07,4.278808545897885e-08,5.406831488907708e-08,1e-05,1
1247,7-2/38,7-2,7,1.8510249755188113e-07,4.839599187741053e-08,6.022731499009378e-08,1e-05,1
1248,7-2/39,7-2,7,1.8088022835094364e-07,3.9233845114479725e-08,4.9899812048864414e-08,1e-05,1
1249,7-2/40,7-2,7,1.4166901052270475e-07,3.8827694808915396e-08,5.049228169259935e-08,1e-05,1
1250,7-2/41,7-2,7,1.8798388012886136e-07,4.4451634580563604e-08,5.605694255941108e-08,1e-05,1
1251,7-2/42,7-2,7,2.039621954663673e-07,4.1620772022732173e-08,5.475053511618532e-08,1e-05,1
1252,7-2/43,7-2,7,1.3982024105185786e-07,3.5606849998385556e-08,4.498347596820095e-08,1e-05,1
1253,7-2/44,7-2,7,1.8798387924068294e-07,4.1604150123155475e-08,5.387409486434611e-08,1e-05,1
1254,7-2/45,7-2,7,1.6626558796417612e-07,3.856882542550306e-08,4.8491972301773036e-08,1e-05,1
1255,7-2/46,7-2,7,2.1300096630927357e-07,4.847893376517888e-08,6.360313515477001e-08,1e-05,1
1256,7-2/47,7-2,7,1.549123227473359e-07,4.303319076068007e-08,5.42928321757437e-08,1e-05,1
1257,7-2/48,7-2,7,1.8710675442346059e-07,4.554225237434297e-08,5.816098221681299e-08,1e-05,1
1258,7-2/49,7-2,7,1.9722726807280822e-07,4.578255296598467e-08,5.707650199781624e-08,1e-05,1
1259,7-2/50,7-2,7,1.7666425833340327e-07,3.903391330031983e-08,4.9754770658699735e-08,1e-05,1
1260,7-2/51,7-2,7,1.9517350735576144e-07,4.921216860126363e-08,6.158681122534763e-08,1e-05,1
1261,7-2/52,7-2,7,1.8186597983138597e-07,3.8062171218960484e-08,4.838740425620082e-08,1e-05,1
1262,7-2/53,7-2,7,1.8926010902919899e-07,4.187404996429418e-08,5.3922023071754625e-08,1e-05,1
1263,7-2/54,7-2,7,1.8862133166486217e-07,4.246962824259929e-08,5.4148276746193614e-08,1e-05,1
