run_id,direction,model,seed,condition,source_cube,calibration,n,n_correct,accuracy,nll,brier,ece_10
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,6-2,raw,80,27,0.3375,1.5872829828153352,0.7226476583585756,0.10773433509445278
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,6-2,temperature_scaled,80,27,0.3375,1.587011671694348,0.7337873425583867,0.15373700770590837
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,7-2,raw,54,40,0.7407407407407407,0.91884481336732,0.4396644030345375,0.205058640457402
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,7-2,temperature_scaled,54,40,0.7407407407407407,0.8099444919106312,0.3901677717015919,0.12399283396425106
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,0-2,raw,80,22,0.275,2.0482565811345586,0.8798603715703471,0.24141621367527996
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,0-2,temperature_scaled,80,22,0.275,2.0092478110024783,0.8654847221485522,0.186030145016841
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,1-2,raw,80,7,0.0875,2.1566914227779157,0.9478697589596135,0.2666898168896547
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,1-2,temperature_scaled,80,7,0.0875,2.061635870381811,0.8986411982337866,0.15881798445220136
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,2-2,raw,80,4,0.05,2.042131637101137,0.9002229820075278,0.24510368073193545
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,2-2,temperature_scaled,80,4,0.05,1.9823012359495322,0.8696589453901362,0.17523665491125082
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,3-2,raw,80,56,0.7,1.4929479237802787,0.6995943676678266,0.4268218574983284
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,3-2,temperature_scaled,80,56,0.7,1.5800215403647773,0.7351218719880067,0.45784097887058284
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,4-2,raw,80,1,0.0125,2.1883707553491947,0.9343756315185534,0.27189850803613014
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,4-2,temperature_scaled,80,1,0.0125,2.077804595686332,0.893349934496763,0.22021375616376365
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,5-2,raw,80,4,0.05,2.3179063680080843,0.9632402060654467,0.25346294689986376
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,5-2,temperature_scaled,80,4,0.05,2.166769809666967,0.9167737539992867,0.1822048706073782
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,6-2,raw,80,34,0.425,1.8741082816420562,0.7971966143513458,0.22526233566414733
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,6-2,temperature_scaled,80,34,0.425,1.8605157254837175,0.7961541456975926,0.21795398474685668
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,7-2,raw,54,44,0.8148148148148148,1.0569922236068499,0.44023177630889937,0.42102091328556923
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,full,7-2,temperature_scaled,54,44,0.8148148148148148,1.2347682401726834,0.5500160343711316,0.513129356758291
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,mask_only,0-2,raw,80,24,0.3,1.904625875353787,0.865101535451904,0.3554988977712629
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,mask_only,0-2,temperature_scaled,80,24,0.3,1.9017046142667184,0.8466894315925966,0.19074261426260816
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,mask_only,1-2,raw,80,7,0.0875,2.152935585830282,0.9636951396832842,0.3023080856160523
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,mask_only,1-2,temperature_scaled,80,7,0.0875,2.0482646040383483,0.9033916452280731,0.20741703526860894
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,mask_only,2-2,raw,80,8,0.1,2.133429746843954,0.9181883902618481,0.2705518624252421
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,mask_only,2-2,temperature_scaled,80,8,0.1,2.0423184539140684,0.8832775523473753,0.16922620205252203
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,mask_only,3-2,raw,80,40,0.5,1.8876881522567814,0.7942757652865405,0.2887177280545073
