protocol,model,actual_label,predicted_label,count
leave_one_cube_out,snv_lr,2,6,7
leave_one_cube_out,snv_lr,2,7,1
leave_one_cube_out,snv_lr,3,0,8
leave_one_cube_out,snv_lr,3,1,0
leave_one_cube_out,snv_lr,3,2,1
leave_one_cube_out,snv_lr,3,3,149
leave_one_cube_out,snv_lr,3,4,0
leave_one_cube_out,snv_lr,3,5,0
leave_one_cube_out,snv_lr,3,6,2
leave_one_cube_out,snv_lr,3,7,0
leave_one_cube_out,snv_lr,4,0,0
leave_one_cube_out,snv_lr,4,1,0
leave_one_cube_out,snv_lr,4,2,16
leave_one_cube_out,snv_lr,4,3,2
leave_one_cube_out,snv_lr,4,4,151
leave_one_cube_out,snv_lr,4,5,0
leave_one_cube_out,snv_lr,4,6,0
leave_one_cube_out,snv_lr,4,7,1
leave_one_cube_out,snv_lr,5,0,0
leave_one_cube_out,snv_lr,5,1,32
leave_one_cube_out,snv_lr,5,2,2
leave_one_cube_out,snv_lr,5,3,0
leave_one_cube_out,snv_lr,5,4,0
leave_one_cube_out,snv_lr,5,5,48
leave_one_cube_out,snv_lr,5,6,69
leave_one_cube_out,snv_lr,5,7,9
leave_one_cube_out,snv_lr,6,0,0
leave_one_cube_out,snv_lr,6,1,13
leave_one_cube_out,snv_lr,6,2,1
leave_one_cube_out,snv_lr,6,3,1
leave_one_cube_out,snv_lr,6,4,0
leave_one_cube_out,snv_lr,6,5,17
leave_one_cube_out,snv_lr,6,6,126
leave_one_cube_out,snv_lr,6,7,2
leave_one_cube_out,snv_lr,7,0,0
leave_one_cube_out,snv_lr,7,1,0
leave_one_cube_out,snv_lr,7,2,0
leave_one_cube_out,snv_lr,7,3,0
leave_one_cube_out,snv_lr,7,4,0
leave_one_cube_out,snv_lr,7,5,2
leave_one_cube_out,snv_lr,7,6,0
leave_one_cube_out,snv_lr,7,7,132
leave_one_cube_out,msc_lr,0,0,154
leave_one_cube_out,msc_lr,0,1,0
leave_one_cube_out,msc_lr,0,2,0
leave_one_cube_out,msc_lr,0,3,4
leave_one_cube_out,msc_lr,0,4,1
leave_one_cube_out,msc_lr,0,5,0
leave_one_cube_out,msc_lr,0,6,0
leave_one_cube_out,msc_lr,0,7,1
leave_one_cube_out,msc_lr,1,0,0
leave_one_cube_out,msc_lr,1,1,149
leave_one_cube_out,msc_lr,1,2,1
leave_one_cube_out,msc_lr,1,3,0
leave_one_cube_out,msc_lr,1,4,0
leave_one_cube_out,msc_lr,1,5,4
leave_one_cube_out,msc_lr,1,6,6
leave_one_cube_out,msc_lr,1,7,0
leave_one_cube_out,msc_lr,2,0,0
leave_one_cube_out,msc_lr,2,1,2
leave_one_cube_out,msc_lr,2,2,65
leave_one_cube_out,msc_lr,2,3,0
leave_one_cube_out,msc_lr,2,4,77
leave_one_cube_out,msc_lr,2,5,7
leave_one_cube_out,msc_lr,2,6,9
leave_one_cube_out,msc_lr,2,7,0
leave_one_cube_out,msc_lr,3,0,8
leave_one_cube_out,msc_lr,3,1,0
leave_one_cube_out,msc_lr,3,2,1
leave_one_cube_out,msc_lr,3,3,150
leave_one_cube_out,msc_lr,3,4,0
leave_one_cube_out,msc_lr,3,5,0
leave_one_cube_out,msc_lr,3,6,1
leave_one_cube_out,msc_lr,3,7,0
leave_one_cube_out,msc_lr,4,0,0
leave_one_cube_out,msc_lr,4,1,0
leave_one_cube_out,msc_lr,4,2,47
leave_one_cube_out,msc_lr,4,3,2
leave_one_cube_out,msc_lr,4,4,120
leave_one_cube_out,msc_lr,4,5,0
leave_one_cube_out,msc_lr,4,6,0
leave_one_cube_out,msc_lr,4,7,1
leave_one_cube_out,msc_lr,5,0,0
leave_one_cube_out,msc_lr,5,1,37
leave_one_cube_out,msc_lr,5,2,1
leave_one_cube_out,msc_lr,5,3,0
leave_one_cube_out,msc_lr,5,4,0
leave_one_cube_out,msc_lr,5,5,47
leave_one_cube_out,msc_lr,5,6,66
leave_one_cube_out,msc_lr,5,7,9
leave_one_cube_out,msc_lr,6,0,0
leave_one_cube_out,msc_lr,6,1,16
leave_one_cube_out,msc_lr,6,2,1
leave_one_cube_out,msc_lr,6,3,1
leave_one_cube_out,msc_lr,6,4,0
leave_one_cube_out,msc_lr,6,5,16
leave_one_cube_out,msc_lr,6,6,124
leave_one_cube_out,msc_lr,6,7,2
leave_one_cube_out,msc_lr,7,0,0
leave_one_cube_out,msc_lr,7,1,0
leave_one_cube_out,msc_lr,7,2,0
leave_one_cube_out,msc_lr,7,3,0
leave_one_cube_out,msc_lr,7,4,0
leave_one_cube_out,msc_lr,7,5,3
leave_one_cube_out,msc_lr,7,6,0
leave_one_cube_out,msc_lr,7,7,131
leave_one_cube_out,sg_smooth_lr,0,0,135
leave_one_cube_out,sg_smooth_lr,0,1,0
leave_one_cube_out,sg_smooth_lr,0,2,0
leave_one_cube_out,sg_smooth_lr,0,3,24
leave_one_cube_out,sg_smooth_lr,0,4,1
leave_one_cube_out,sg_smooth_lr,0,5,0
leave_one_cube_out,sg_smooth_lr,0,6,0
leave_one_cube_out,sg_smooth_lr,0,7,0
leave_one_cube_out,sg_smooth_lr,1,0,0
leave_one_cube_out,sg_smooth_lr,1,1,133
leave_one_cube_out,sg_smooth_lr,1,2,3
leave_one_cube_out,sg_smooth_lr,1,3,0
leave_one_cube_out,sg_smooth_lr,1,4,0
leave_one_cube_out,sg_smooth_lr,1,5,13
leave_one_cube_out,sg_smooth_lr,1,6,11
leave_one_cube_out,sg_smooth_lr,1,7,0
leave_one_cube_out,sg_smooth_lr,2,0,0
leave_one_cube_out,sg_smooth_lr,2,1,0
leave_one_cube_out,sg_smooth_lr,2,2,91
leave_one_cube_out,sg_smooth_lr,2,3,1
leave_one_cube_out,sg_smooth_lr,2,4,41
leave_one_cube_out,sg_smooth_lr,2,5,6
leave_one_cube_out,sg_smooth_lr,2,6,20
leave_one_cube_out,sg_smooth_lr,2,7,1
leave_one_cube_out,sg_smooth_lr,3,0,33
leave_one_cube_out,sg_smooth_lr,3,1,0
leave_one_cube_out,sg_smooth_lr,3,2,0
leave_one_cube_out,sg_smooth_lr,3,3,127
leave_one_cube_out,sg_smooth_lr,3,4,0
leave_one_cube_out,sg_smooth_lr,3,5,0
leave_one_cube_out,sg_smooth_lr,3,6,0
leave_one_cube_out,sg_smooth_lr,3,7,0
leave_one_cube_out,sg_smooth_lr,4,0,0
leave_one_cube_out,sg_smooth_lr,4,1,1
leave_one_cube_out,sg_smooth_lr,4,2,15
leave_one_cube_out,sg_smooth_lr,4,3,0
leave_one_cube_out,sg_smooth_lr,4,4,148
leave_one_cube_out,sg_smooth_lr,4,5,1
leave_one_cube_out,sg_smooth_lr,4,6,0
leave_one_cube_out,sg_smooth_lr,4,7,5
leave_one_cube_out,sg_smooth_lr,5,0,0
leave_one_cube_out,sg_smooth_lr,5,1,13
leave_one_cube_out,sg_smooth_lr,5,2,1
leave_one_cube_out,sg_smooth_lr,5,3,0
leave_one_cube_out,sg_smooth_lr,5,4,0
leave_one_cube_out,sg_smooth_lr,5,5,67
leave_one_cube_out,sg_smooth_lr,5,6,73
leave_one_cube_out,sg_smooth_lr,5,7,6
leave_one_cube_out,sg_smooth_lr,6,0,0
leave_one_cube_out,sg_smooth_lr,6,1,31
leave_one_cube_out,sg_smooth_lr,6,2,23
leave_one_cube_out,sg_smooth_lr,6,3,0
leave_one_cube_out,sg_smooth_lr,6,4,1
leave_one_cube_out,sg_smooth_lr,6,5,46
leave_one_cube_out,sg_smooth_lr,6,6,57
leave_one_cube_out,sg_smooth_lr,6,7,2
leave_one_cube_out,sg_smooth_lr,7,0,0
leave_one_cube_out,sg_smooth_lr,7,1,2
leave_one_cube_out,sg_smooth_lr,7,2,0
leave_one_cube_out,sg_smooth_lr,7,3,0
leave_one_cube_out,sg_smooth_lr,7,4,0
leave_one_cube_out,sg_smooth_lr,7,5,2
leave_one_cube_out,sg_smooth_lr,7,6,0
leave_one_cube_out,sg_smooth_lr,7,7,130
leave_one_cube_out,sg_first_derivative_lr,0,0,156
leave_one_cube_out,sg_first_derivative_lr,0,1,0
leave_one_cube_out,sg_first_derivative_lr,0,2,0
leave_one_cube_out,sg_first_derivative_lr,0,3,4
leave_one_cube_out,sg_first_derivative_lr,0,4,0
leave_one_cube_out,sg_first_derivative_lr,0,5,0
leave_one_cube_out,sg_first_derivative_lr,0,6,0
leave_one_cube_out,sg_first_derivative_lr,0,7,0
leave_one_cube_out,sg_first_derivative_lr,1,0,0
leave_one_cube_out,sg_first_derivative_lr,1,1,153
leave_one_cube_out,sg_first_derivative_lr,1,2,2
leave_one_cube_out,sg_first_derivative_lr,1,3,0
leave_one_cube_out,sg_first_derivative_lr,1,4,0
leave_one_cube_out,sg_first_derivative_lr,1,5,2
leave_one_cube_out,sg_first_derivative_lr,1,6,3
leave_one_cube_out,sg_first_derivative_lr,1,7,0
leave_one_cube_out,sg_first_derivative_lr,2,0,0
leave_one_cube_out,sg_first_derivative_lr,2,1,2
leave_one_cube_out,sg_first_derivative_lr,2,2,62
leave_one_cube_out,sg_first_derivative_lr,2,3,0
leave_one_cube_out,sg_first_derivative_lr,2,4,81
leave_one_cube_out,sg_first_derivative_lr,2,5,13
leave_one_cube_out,sg_first_derivative_lr,2,6,2
leave_one_cube_out,sg_first_derivative_lr,2,7,0
leave_one_cube_out,sg_first_derivative_lr,3,0,8
leave_one_cube_out,sg_first_derivative_lr,3,1,0
leave_one_cube_out,sg_first_derivative_lr,3,2,0
leave_one_cube_out,sg_first_derivative_lr,3,3,150
leave_one_cube_out,sg_first_derivative_lr,3,4,0
leave_one_cube_out,sg_first_derivative_lr,3,5,0
leave_one_cube_out,sg_first_derivative_lr,3,6,2
leave_one_cube_out,sg_first_derivative_lr,3,7,0
leave_one_cube_out,sg_first_derivative_lr,4,0,0
leave_one_cube_out,sg_first_derivative_lr,4,1,0
leave_one_cube_out,sg_first_derivative_lr,4,2,47
leave_one_cube_out,sg_first_derivative_lr,4,3,0
leave_one_cube_out,sg_first_derivative_lr,4,4,116
leave_one_cube_out,sg_first_derivative_lr,4,5,0
leave_one_cube_out,sg_first_derivative_lr,4,6,3
leave_one_cube_out,sg_first_derivative_lr,4,7,4
leave_one_cube_out,sg_first_derivative_lr,5,0,0
leave_one_cube_out,sg_first_derivative_lr,5,1,42
leave_one_cube_out,sg_first_derivative_lr,5,2,2
leave_one_cube_out,sg_first_derivative_lr,5,3,0
leave_one_cube_out,sg_first_derivative_lr,5,4,0
leave_one_cube_out,sg_first_derivative_lr,5,5,63
leave_one_cube_out,sg_first_derivative_lr,5,6,47
leave_one_cube_out,sg_first_derivative_lr,5,7,6
leave_one_cube_out,sg_first_derivative_lr,6,0,0
leave_one_cube_out,sg_first_derivative_lr,6,1,16
leave_one_cube_out,sg_first_derivative_lr,6,2,0
leave_one_cube_out,sg_first_derivative_lr,6,3,0
leave_one_cube_out,sg_first_derivative_lr,6,4,0
leave_one_cube_out,sg_first_derivative_lr,6,5,0
leave_one_cube_out,sg_first_derivative_lr,6,6,142
leave_one_cube_out,sg_first_derivative_lr,6,7,2
leave_one_cube_out,sg_first_derivative_lr,7,0,0
leave_one_cube_out,sg_first_derivative_lr,7,1,0
leave_one_cube_out,sg_first_derivative_lr,7,2,0
leave_one_cube_out,sg_first_derivative_lr,7,3,0
leave_one_cube_out,sg_first_derivative_lr,7,4,0
leave_one_cube_out,sg_first_derivative_lr,7,5,2
leave_one_cube_out,sg_first_derivative_lr,7,6,1
leave_one_cube_out,sg_first_derivative_lr,7,7,131
